loan_status,loan_amnt,grade,home_ownership,annual_inc,age,emp_cat,ir_cat
0,6000,C,MORTGAGE,4e4,23,0-15,13.5+
0,13000,B,RENT,55e3,28,0-15,8-11
1,12000,B,RENT,37200.0,22,0-15,8-11
0,5000,D,RENT,35e3,42,0-15,13.5+
0,5000,B,RENT,61e3,22,0-15,8-11
0,2000,A,MORTGAGE,50031.0,21,15-30,0-8
0,29175,A,MORTGAGE,103e3,25,0-15,Missing
0,7200,A,MORTGAGE,4e4,26,0-15,0-8
1,8500,C,MORTGAGE,59826.0,26,30-45,13.5+
0,2400,B,RENT,6e4,25,0-15,11-13.5
0,15500,B,MORTGAGE,8e4,25,0-15,Missing
0,14400,B,MORTGAGE,124896.0,23,0-15,Missing
0,8000,A,MORTGAGE,24e3,24,0-15,0-8
0,4000,B,OWN,65004.0,22,0-15,8-11
0,9000,D,OWN,41e3,26,0-15,Missing
0,12000,A,MORTGAGE,12e4,22,0-15,0-8
1,9600,C,MORTGAGE,74400.0,43,0-15,11-13.5
0,5000,D,RENT,2e5,35,0-15,13.5+
0,12000,D,RENT,65e3,37,0-15,13.5+
0,30000,C,MORTGAGE,134e3,26,0-15,11-13.5
0,2000,A,RENT,13e4,25,0-15,0-8
0,18225,B,MORTGAGE,5e4,31,0-15,8-11
0,9600,A,RENT,55e3,23,15-30,0-8
0,8400,A,MORTGAGE,86e3,21,0-15,Missing
0,3600,B,RENT,65e3,24,0-15,8-11
0,16075,A,MORTGAGE,65253.0,21,0-15,Missing
1,10000,C,RENT,4e4,27,0-15,11-13.5
0,6000,A,MORTGAGE,77e3,36,0-15,0-8
1,5000,B,MORTGAGE,136886.0,28,15-30,11-13.5
0,10000,A,MORTGAGE,65e3,29,0-15,0-8
0,4800,C,MORTGAGE,71e3,25,Missing,11-13.5
1,10500,A,RENT,40500.0,21,0-15,8-11
0,10000,D,MORTGAGE,82e3,49,0-15,13.5+
0,3600,A,RENT,55e3,23,0-15,0-8
0,6000,C,RENT,5e4,22,0-15,11-13.5
0,4000,A,RENT,33e3,27,0-15,0-8
0,8000,C,RENT,64800.0,27,0-15,11-13.5
1,6000,C,MORTGAGE,6e4,28,15-30,13.5+
0,2500,A,OWN,8628.0,40,Missing,Missing
0,6000,B,RENT,95e3,26,0-15,8-11
1,30000,D,MORTGAGE,12e4,39,0-15,13.5+
0,8000,A,MORTGAGE,33e3,23,0-15,0-8
0,3000,B,OWN,19200.0,25,0-15,11-13.5
0,9800,A,MORTGAGE,140004.0,27,15-30,0-8
0,8000,C,RENT,62e3,26,0-15,11-13.5
0,15000,B,RENT,48e3,28,0-15,11-13.5
0,6150,B,MORTGAGE,72e3,27,15-30,Missing
0,7800,D,RENT,33600.0,24,0-15,13.5+
0,13500,C,RENT,57772.0,24,0-15,13.5+
0,35000,B,RENT,8e4,37,0-15,11-13.5
0,5500,B,RENT,73e3,30,0-15,8-11
0,18000,C,RENT,46800.0,22,45+,13.5+
0,7000,A,RENT,95e3,25,0-15,0-8
1,15000,D,MORTGAGE,4e4,22,0-15,13.5+
1,2875,B,OWN,40800.0,37,0-15,11-13.5
0,18500,C,RENT,6e4,30,0-15,11-13.5
0,2000,A,RENT,69e3,27,0-15,0-8
0,7000,A,OWN,42e3,22,0-15,Missing
0,6000,C,MORTGAGE,5e4,24,0-15,13.5+
0,11200,B,RENT,30809.0,30,0-15,11-13.5
0,6000,A,RENT,37920.0,24,0-15,0-8
0,21000,C,RENT,125e3,25,15-30,11-13.5
0,8000,C,RENT,35e3,27,0-15,13.5+
0,8500,D,MORTGAGE,46500.0,34,15-30,Missing
0,7800,D,RENT,43955.48,23,0-15,13.5+
0,18000,C,RENT,125e3,22,0-15,13.5+
0,4000,A,MORTGAGE,5e4,33,0-15,0-8
0,7600,C,RENT,8e4,36,0-15,11-13.5
0,3000,C,MORTGAGE,62e3,25,0-15,11-13.5
0,1400,B,RENT,45e3,26,Missing,8-11
0,28000,B,OWN,26e4,26,0-15,8-11
0,8750,B,MORTGAGE,66e3,23,0-15,8-11
0,28000,D,MORTGAGE,95e3,24,0-15,13.5+
0,4000,A,MORTGAGE,6e4,24,0-15,0-8
0,5600,B,MORTGAGE,64800.0,30,0-15,8-11
0,1700,B,RENT,18600.0,23,0-15,8-11
0,5000,A,MORTGAGE,38400.0,35,0-15,Missing
0,3000,A,RENT,75e3,23,0-15,Missing
0,5000,C,RENT,6e4,38,0-15,13.5+
1,14500,B,RENT,55500.0,24,0-15,11-13.5
0,4000,B,MORTGAGE,3e4,29,0-15,Missing
1,5000,A,RENT,48e3,31,0-15,8-11
0,12000,A,RENT,84e3,51,0-15,0-8
0,3000,D,MORTGAGE,65e3,28,0-15,Missing
0,24000,E,RENT,95e3,22,0-15,13.5+
0,11000,E,MORTGAGE,90369.0,22,15-30,13.5+
0,4800,A,MORTGAGE,45e3,32,0-15,0-8
0,8000,C,MORTGAGE,86400.0,29,0-15,11-13.5
0,15000,B,RENT,42300.0,24,15-30,11-13.5
0,35000,B,MORTGAGE,95e3,24,0-15,11-13.5
0,30000,D,RENT,112260.0,29,0-15,13.5+
0,8325,A,MORTGAGE,106369.0,35,0-15,0-8
0,10000,D,MORTGAGE,49e3,24,0-15,13.5+
0,14000,A,MORTGAGE,65e3,24,0-15,8-11
0,4800,A,RENT,35e3,22,0-15,0-8
0,15000,A,MORTGAGE,56e3,24,0-15,8-11
0,5050,A,MORTGAGE,72e3,43,0-15,0-8
0,12000,A,OWN,112e3,30,0-15,Missing
0,6000,A,RENT,72e3,32,0-15,8-11
0,10000,B,RENT,47e3,31,0-15,11-13.5
0,6000,A,RENT,45e3,26,0-15,0-8
0,6000,A,RENT,13440.0,25,0-15,0-8
0,12000,A,RENT,20400.0,48,0-15,0-8
1,5000,A,OWN,48600.0,23,0-15,0-8
0,6000,D,RENT,65600.0,27,0-15,13.5+
1,6000,D,MORTGAGE,56160.0,24,0-15,13.5+
0,10125,C,MORTGAGE,3e5,28,15-30,13.5+
1,3250,C,RENT,2e4,27,0-15,Missing
0,4800,A,MORTGAGE,76e3,41,15-30,0-8
0,2000,A,MORTGAGE,23652.0,27,0-15,0-8
0,1000,C,RENT,35e3,22,0-15,Missing
0,1500,A,MORTGAGE,24e3,41,0-15,Missing
1,12000,A,RENT,36e3,29,0-15,0-8
0,7200,A,MORTGAGE,75600.0,24,0-15,0-8
0,2050,B,RENT,25e3,22,0-15,8-11
0,8000,A,MORTGAGE,94700.0,27,0-15,0-8
0,21500,B,RENT,7e4,24,0-15,8-11
0,10000,B,MORTGAGE,86e3,22,0-15,11-13.5
0,1800,D,RENT,45e3,22,0-15,13.5+
0,7000,A,MORTGAGE,75e3,26,0-15,0-8
0,18000,B,RENT,8e4,22,0-15,8-11
1,1275,B,MORTGAGE,65964.0,24,0-15,8-11
0,3000,B,RENT,36e3,29,0-15,8-11
0,8000,A,MORTGAGE,51e3,23,0-15,0-8
0,12800,B,RENT,42e3,26,0-15,8-11
0,12500,D,MORTGAGE,135e3,23,0-15,13.5+
0,12000,C,RENT,13e4,27,0-15,13.5+
0,4000,B,MORTGAGE,24e3,29,0-15,8-11
0,6000,A,RENT,165996.0,35,0-15,0-8
0,19200,B,RENT,125e3,24,0-15,8-11
0,6000,A,RENT,71e3,28,0-15,8-11
0,5000,D,MORTGAGE,8e4,24,0-15,13.5+
0,5600,D,MORTGAGE,45e3,26,0-15,13.5+
0,4000,A,MORTGAGE,69e3,33,0-15,0-8
0,5300,E,RENT,36e3,22,0-15,13.5+
0,2000,C,RENT,89100.0,25,0-15,11-13.5
0,7500,B,MORTGAGE,102e3,41,15-30,11-13.5
1,5000,C,RENT,5e4,28,0-15,11-13.5
0,10000,D,RENT,4e4,26,0-15,13.5+
0,4500,C,MORTGAGE,42e3,37,0-15,11-13.5
0,12000,B,RENT,21e4,23,Missing,8-11
0,7500,B,RENT,48e3,44,0-15,11-13.5
0,25000,D,RENT,69e3,25,15-30,13.5+
0,20000,B,RENT,6e4,24,0-15,8-11
0,12000,B,RENT,64500.0,26,0-15,8-11
0,7000,A,OWN,29112.0,28,0-15,0-8
0,20000,A,RENT,5e4,25,0-15,0-8
0,6000,A,MORTGAGE,42e3,28,0-15,0-8
0,25000,B,MORTGAGE,7e4,23,0-15,8-11
0,18500,A,OWN,35e3,22,15-30,0-8
0,6000,C,RENT,33e3,29,0-15,13.5+
0,14000,A,MORTGAGE,89e3,25,15-30,0-8
0,10000,D,OWN,6e4,25,0-15,13.5+
0,3650,B,MORTGAGE,105e3,22,0-15,11-13.5
0,6400,F,RENT,44e3,22,0-15,13.5+
0,8450,B,MORTGAGE,5e4,28,0-15,Missing
0,20000,B,RENT,9e4,22,0-15,Missing
0,8000,A,RENT,56e3,25,15-30,0-8
0,6000,C,MORTGAGE,48e3,27,0-15,11-13.5
0,4800,B,RENT,26004.0,22,0-15,8-11
0,10000,A,MORTGAGE,9e4,25,0-15,0-8
0,6000,B,MORTGAGE,105e3,26,0-15,8-11
0,9000,B,MORTGAGE,72396.0,29,0-15,8-11
0,11075,C,MORTGAGE,55e3,23,0-15,11-13.5
0,22500,B,OWN,92e3,26,0-15,8-11
0,7200,C,MORTGAGE,42e3,25,0-15,13.5+
1,5000,C,RENT,5e4,24,0-15,13.5+
0,3000,A,RENT,66e3,23,0-15,0-8
0,2100,C,RENT,87e3,23,0-15,Missing
1,1600,D,RENT,39e3,27,0-15,13.5+
0,17950,B,MORTGAGE,113e3,24,0-15,11-13.5
0,7800,B,MORTGAGE,74e3,28,0-15,8-11
0,2000,B,MORTGAGE,28800.0,28,0-15,8-11
0,6000,A,MORTGAGE,6e4,24,0-15,0-8
0,10000,A,MORTGAGE,13e4,30,0-15,8-11
0,7875,B,MORTGAGE,55500.0,36,0-15,11-13.5
0,7600,B,RENT,28e3,27,0-15,8-11
0,8000,B,RENT,41e3,25,0-15,8-11
0,15000,A,RENT,4e4,23,15-30,0-8
0,4000,A,MORTGAGE,51e3,26,0-15,0-8
0,4300,A,RENT,6e4,39,0-15,0-8
0,1500,A,RENT,55e3,41,0-15,0-8
0,26000,A,MORTGAGE,114e3,28,0-15,8-11
0,7000,A,RENT,35e3,24,0-15,0-8
0,4500,A,RENT,55e3,23,0-15,8-11
0,6400,B,RENT,30500.0,25,0-15,11-13.5
0,20000,C,RENT,84e3,27,0-15,11-13.5
0,25000,E,MORTGAGE,72400.0,24,0-15,13.5+
0,3000,B,MORTGAGE,9e4,25,0-15,11-13.5
0,4900,A,MORTGAGE,118443.0,25,0-15,Missing
1,1000,B,MORTGAGE,38e3,23,Missing,8-11
0,3500,A,MORTGAGE,44e3,22,0-15,0-8
0,6500,A,MORTGAGE,68e3,22,0-15,0-8
0,3000,A,RENT,48e3,37,0-15,0-8
0,8000,B,MORTGAGE,5e4,22,0-15,8-11
0,10000,A,MORTGAGE,56e3,24,0-15,0-8
0,10600,C,RENT,65600.0,33,0-15,11-13.5
0,9000,D,MORTGAGE,72e3,25,15-30,13.5+
0,10000,A,OWN,141e3,24,0-15,0-8
0,3200,B,RENT,31200.0,22,0-15,11-13.5
1,3200,B,RENT,4e4,35,0-15,8-11
0,9000,B,RENT,36e3,23,0-15,8-11
0,10000,B,MORTGAGE,45e3,25,0-15,8-11
0,2275,A,MORTGAGE,65e3,23,0-15,Missing
0,8000,B,RENT,3e4,35,0-15,Missing
0,3925,B,OWN,36e3,35,0-15,8-11
0,5200,D,MORTGAGE,11e4,30,0-15,13.5+
0,4600,C,RENT,24e3,21,0-15,13.5+
0,7500,B,RENT,5e4,25,0-15,8-11
0,3000,A,MORTGAGE,48e3,39,Missing,0-8
0,1200,B,MORTGAGE,65e3,25,0-15,8-11
0,9500,D,RENT,75e3,24,0-15,13.5+
1,35000,F,RENT,120366.05,23,0-15,13.5+
1,11375,B,MORTGAGE,157124.0,37,30-45,8-11
0,10000,B,MORTGAGE,44e3,24,0-15,8-11
0,4400,A,OWN,48e3,24,0-15,0-8
0,4275,D,MORTGAGE,54500.0,29,0-15,Missing
0,5000,C,MORTGAGE,48996.0,30,0-15,13.5+
0,18325,A,MORTGAGE,159960.0,26,0-15,0-8
0,2200,B,RENT,8e4,28,0-15,8-11
0,6000,A,MORTGAGE,65e3,29,0-15,0-8
0,4500,B,RENT,20400.0,21,0-15,8-11
0,5600,B,RENT,50004.0,23,0-15,8-11
0,6000,A,RENT,3e4,31,0-15,8-11
0,17000,B,RENT,9e4,23,15-30,8-11
0,4000,C,RENT,39996.0,30,0-15,11-13.5
0,7000,D,RENT,44e3,40,0-15,13.5+
0,5775,B,MORTGAGE,83e3,24,Missing,8-11
0,10150,B,RENT,69e3,23,0-15,11-13.5
0,5000,C,MORTGAGE,4e4,22,0-15,11-13.5
0,12000,B,MORTGAGE,72e3,29,0-15,11-13.5
0,4000,B,RENT,25200.0,22,0-15,Missing
0,3000,A,MORTGAGE,58e3,30,0-15,0-8
0,1500,D,RENT,36996.0,24,0-15,13.5+
0,18000,B,MORTGAGE,125e3,31,0-15,11-13.5
0,13000,B,RENT,75e3,24,0-15,8-11
0,15000,A,MORTGAGE,109e3,26,15-30,0-8
0,15000,A,MORTGAGE,53e3,24,0-15,Missing
0,3000,A,RENT,3e4,24,0-15,0-8
0,2400,C,RENT,26400.0,21,0-15,13.5+
0,9600,A,MORTGAGE,87292.0,26,0-15,0-8
1,29100,C,MORTGAGE,52e3,24,0-15,11-13.5
0,10800,A,RENT,119e3,39,0-15,0-8
0,2700,F,RENT,15600.0,21,0-15,13.5+
0,12000,B,RENT,56755.0,22,0-15,8-11
0,4200,A,MORTGAGE,38400.0,21,0-15,Missing
0,12025,C,MORTGAGE,1e5,29,0-15,11-13.5
0,3200,A,RENT,42500.0,22,0-15,0-8
0,8500,B,RENT,42e3,27,0-15,8-11
0,25000,C,MORTGAGE,192e3,46,0-15,13.5+
0,4250,A,RENT,35e3,24,0-15,0-8
0,9600,E,MORTGAGE,62e3,29,0-15,13.5+
0,9000,B,MORTGAGE,25e4,26,0-15,8-11
0,10175,C,MORTGAGE,6e4,34,0-15,Missing
0,2400,A,OWN,24e3,24,0-15,0-8
0,9000,A,MORTGAGE,62e3,23,0-15,Missing
0,6000,B,RENT,43150.0,28,0-15,8-11
0,3200,B,RENT,12e3,21,Missing,11-13.5
0,25000,B,RENT,6e4,24,0-15,8-11
0,6000,D,RENT,5e4,31,0-15,13.5+
0,11800,C,RENT,94e3,22,0-15,13.5+
0,14000,B,OWN,47e3,34,0-15,8-11
0,12000,A,RENT,35100.0,32,Missing,0-8
0,5000,D,RENT,55e3,22,0-15,13.5+
1,4925,B,MORTGAGE,12e4,30,0-15,Missing
0,8000,A,MORTGAGE,57192.0,21,0-15,0-8
0,3000,D,MORTGAGE,6e4,28,15-30,13.5+
0,12000,B,RENT,83e3,48,0-15,8-11
0,8000,B,OWN,21600.0,28,0-15,11-13.5
0,6500,A,MORTGAGE,69e3,22,30-45,0-8
0,9750,B,MORTGAGE,39800.0,23,0-15,8-11
0,4800,B,RENT,32640.0,23,0-15,11-13.5
0,10000,A,RENT,28e3,22,0-15,0-8
1,1000,B,MORTGAGE,26400.0,22,Missing,Missing
1,7500,B,RENT,65e3,29,0-15,8-11
0,6000,A,RENT,68e3,31,0-15,0-8
0,9600,A,OWN,52e3,52,0-15,8-11
0,2000,B,RENT,49029.0,25,0-15,11-13.5
0,2725,A,MORTGAGE,57e3,43,0-15,Missing
0,14400,E,RENT,56400.0,21,0-15,13.5+
0,8000,E,RENT,8e4,22,0-15,13.5+
0,10425,A,MORTGAGE,6e4,25,0-15,8-11
0,5375,A,MORTGAGE,5e4,21,0-15,0-8
0,3500,A,MORTGAGE,42e3,27,15-30,8-11
0,6400,A,RENT,8e4,24,0-15,0-8
0,8000,B,RENT,82e3,26,0-15,8-11
0,20000,A,MORTGAGE,12e4,31,0-15,0-8
0,3000,A,MORTGAGE,8e4,23,Missing,0-8
0,9600,D,RENT,9e4,27,0-15,Missing
0,6575,A,RENT,86e3,24,15-30,0-8
0,10400,D,MORTGAGE,112500.0,27,0-15,13.5+
0,6000,B,MORTGAGE,31500.0,34,15-30,Missing
0,2075,C,RENT,6e4,29,0-15,13.5+
0,13175,B,MORTGAGE,29e4,29,0-15,8-11
0,15000,A,MORTGAGE,9e4,24,0-15,8-11
0,5600,A,MORTGAGE,67e3,23,0-15,0-8
0,4750,B,RENT,20400.0,22,0-15,11-13.5
0,12000,A,MORTGAGE,172e3,26,0-15,Missing
0,10000,A,MORTGAGE,102e3,28,0-15,0-8
0,1100,B,RENT,14400.0,23,0-15,11-13.5
0,12250,D,RENT,5e4,22,0-15,13.5+
0,6000,A,MORTGAGE,7e4,36,0-15,0-8
0,13750,B,MORTGAGE,65e3,34,0-15,Missing
1,5400,C,RENT,6e4,37,0-15,13.5+
0,7125,C,MORTGAGE,37460.0,23,0-15,13.5+
0,5000,A,MORTGAGE,5e4,29,0-15,Missing
0,4800,D,RENT,59e3,26,0-15,13.5+
1,2500,D,OWN,36e3,28,0-15,13.5+
0,6800,C,MORTGAGE,60635.0,22,0-15,11-13.5
0,9000,A,MORTGAGE,36e3,37,0-15,0-8
0,14000,C,MORTGAGE,36e3,23,0-15,11-13.5
0,2200,A,RENT,3e4,31,0-15,0-8
0,6000,B,MORTGAGE,11e4,31,0-15,11-13.5
0,16000,A,MORTGAGE,12e4,24,0-15,0-8
1,3200,A,MORTGAGE,57e3,22,0-15,0-8
0,6000,B,RENT,66e3,22,0-15,8-11
0,5000,D,OWN,75e3,29,Missing,13.5+
0,3450,B,MORTGAGE,45e3,27,15-30,11-13.5
0,3200,A,RENT,83e3,24,0-15,0-8
1,9000,B,MORTGAGE,90300.0,27,0-15,Missing
0,6000,B,MORTGAGE,5e4,44,0-15,11-13.5
0,20000,E,MORTGAGE,16e4,24,0-15,13.5+
0,5000,A,RENT,52e3,22,0-15,0-8
0,4000,A,OWN,18e3,23,0-15,0-8
0,1000,C,RENT,33e3,30,0-15,13.5+
1,7700,C,MORTGAGE,1e5,26,0-15,13.5+
0,10000,A,MORTGAGE,6e4,22,Missing,0-8
0,6600,D,RENT,47838.0,22,0-15,13.5+
0,6000,A,MORTGAGE,33e3,30,0-15,8-11
0,5750,C,RENT,85e3,42,0-15,11-13.5
0,35000,C,MORTGAGE,165e3,27,0-15,11-13.5
0,27400,B,MORTGAGE,108e3,28,0-15,8-11
0,4200,B,RENT,36e3,22,0-15,Missing
0,6000,B,RENT,49e3,33,0-15,8-11
1,2500,A,MORTGAGE,110004.0,24,0-15,8-11
1,7925,B,MORTGAGE,11e4,29,0-15,8-11
0,9750,A,OWN,33600.0,25,15-30,Missing
1,1000,B,RENT,36e3,30,0-15,Missing
1,5000,A,RENT,12e3,27,0-15,8-11
0,3000,B,MORTGAGE,88200.0,26,0-15,8-11
0,13000,B,MORTGAGE,45e3,23,0-15,8-11
0,10000,A,OWN,32956.0,26,0-15,8-11
0,3000,A,RENT,85e3,23,0-15,0-8
0,5000,B,RENT,4e4,27,0-15,11-13.5
0,4200,C,RENT,43e3,37,0-15,11-13.5
0,7000,B,MORTGAGE,64500.0,23,0-15,8-11
1,7550,B,RENT,73e3,26,15-30,8-11
0,10500,C,MORTGAGE,115e3,33,0-15,11-13.5
0,12000,C,RENT,72e3,22,0-15,11-13.5
0,5000,A,MORTGAGE,115e3,27,0-15,8-11
0,12000,A,MORTGAGE,144e3,26,0-15,0-8
0,2800,A,RENT,48e3,27,0-15,0-8
1,6725,B,MORTGAGE,42e3,23,0-15,11-13.5
0,8000,B,MORTGAGE,61e3,22,0-15,11-13.5
0,8000,A,RENT,105500.0,29,0-15,0-8
0,14000,B,RENT,55e3,26,0-15,8-11
0,12000,A,MORTGAGE,98e3,26,0-15,8-11
1,5000,C,MORTGAGE,45e3,24,15-30,Missing
0,16800,C,RENT,66e3,22,15-30,11-13.5
0,6000,B,RENT,42e3,23,0-15,8-11
0,5000,C,RENT,68e3,39,0-15,11-13.5
0,6000,A,MORTGAGE,45e3,23,0-15,0-8
0,18400,E,MORTGAGE,61e3,23,0-15,13.5+
0,16800,D,MORTGAGE,72e3,29,0-15,13.5+
0,4000,D,MORTGAGE,138e3,37,15-30,13.5+
1,2400,C,RENT,99999.0,25,0-15,13.5+
0,3000,E,RENT,43200.0,29,0-15,13.5+
0,9600,C,RENT,94e3,24,0-15,11-13.5
0,14000,C,RENT,32e3,22,0-15,11-13.5
0,6000,C,RENT,69528.0,22,0-15,11-13.5
1,4800,D,RENT,55e3,28,0-15,13.5+
0,2800,A,MORTGAGE,36e3,21,0-15,0-8
0,12900,C,MORTGAGE,18e4,34,0-15,11-13.5
1,7400,C,RENT,49995.0,24,Missing,13.5+
0,6600,A,OWN,31200.0,37,0-15,0-8
0,1500,B,MORTGAGE,66661.0,23,15-30,11-13.5
0,6000,B,RENT,17376.0,26,0-15,8-11
0,4350,B,MORTGAGE,124e3,27,0-15,11-13.5
0,10000,A,RENT,46877.88,26,Missing,0-8
0,12500,B,MORTGAGE,6e4,25,0-15,11-13.5
0,35000,C,MORTGAGE,94e3,22,0-15,13.5+
0,1000,A,MORTGAGE,52e3,32,0-15,0-8
1,2000,B,RENT,32e3,24,0-15,8-11
0,9000,A,RENT,52800.0,24,30-45,0-8
0,7200,A,RENT,41e3,30,0-15,0-8
0,6000,C,MORTGAGE,36e3,38,0-15,13.5+
0,7000,A,RENT,123e3,31,0-15,8-11
0,7800,B,RENT,43e3,44,0-15,Missing
0,8000,B,MORTGAGE,65e3,24,0-15,8-11
0,6000,B,MORTGAGE,13e4,24,15-30,8-11
0,8500,B,MORTGAGE,6e4,24,0-15,8-11
0,15000,D,MORTGAGE,91980.0,26,0-15,13.5+
0,10625,D,MORTGAGE,3e4,25,Missing,13.5+
0,5000,C,RENT,38e3,24,0-15,13.5+
0,4850,A,MORTGAGE,57900.0,22,0-15,8-11
0,14000,B,MORTGAGE,145e3,26,0-15,8-11
0,6000,A,RENT,75e3,23,0-15,0-8
0,7000,A,MORTGAGE,53160.0,23,Missing,0-8
0,11000,A,MORTGAGE,62400.0,26,45+,Missing
0,1400,A,MORTGAGE,4e4,29,0-15,0-8
0,5000,C,RENT,6e4,24,0-15,13.5+
0,6000,A,MORTGAGE,47e3,27,0-15,0-8
0,7000,B,MORTGAGE,25e3,30,Missing,8-11
0,9000,A,MORTGAGE,55e3,41,15-30,0-8
0,10200,C,RENT,1e5,24,0-15,11-13.5
1,18000,C,MORTGAGE,7e4,28,15-30,11-13.5
0,11000,B,MORTGAGE,47110.0,24,0-15,8-11
0,6000,A,MORTGAGE,64e3,22,0-15,Missing
0,4000,C,MORTGAGE,64800.0,23,0-15,13.5+
0,8000,C,RENT,48e3,23,Missing,11-13.5
1,9000,A,MORTGAGE,76e3,28,0-15,0-8
0,6250,A,MORTGAGE,34800.0,38,0-15,0-8
0,7500,A,MORTGAGE,125e3,28,0-15,0-8
1,8000,B,MORTGAGE,62e3,29,0-15,11-13.5
0,2500,B,OWN,36e3,29,0-15,8-11
0,1750,A,MORTGAGE,87e3,22,0-15,0-8
0,12000,B,MORTGAGE,55e3,30,0-15,Missing
0,7000,A,RENT,45e3,27,0-15,0-8
0,5000,D,MORTGAGE,6e4,26,0-15,13.5+
0,7200,E,OWN,41496.0,23,0-15,Missing
0,7350,C,MORTGAGE,53e3,22,15-30,13.5+
0,4000,B,RENT,4e4,38,0-15,11-13.5
1,5000,B,RENT,19200.0,25,0-15,8-11
0,6600,C,MORTGAGE,37200.0,30,0-15,11-13.5
0,35000,A,RENT,77100.0,33,0-15,8-11
0,1000,E,MORTGAGE,50300.0,25,0-15,13.5+
0,5300,B,MORTGAGE,71e3,33,0-15,11-13.5
0,4200,A,RENT,3e4,42,0-15,0-8
1,15000,D,RENT,54e3,25,0-15,13.5+
0,3000,B,MORTGAGE,67e3,44,30-45,Missing
0,10000,B,RENT,4e4,24,0-15,11-13.5
0,17000,B,RENT,95e3,26,15-30,11-13.5
0,15000,B,MORTGAGE,87e3,29,0-15,8-11
0,2700,B,OWN,8e4,25,15-30,8-11
1,6000,D,MORTGAGE,27600.0,24,0-15,13.5+
0,11000,A,RENT,38400.0,29,0-15,0-8
0,7000,C,OWN,58800.0,32,15-30,13.5+
0,6000,A,MORTGAGE,112445.0,32,0-15,0-8
0,19000,A,RENT,62004.0,26,0-15,0-8
0,10000,D,MORTGAGE,11e4,24,0-15,13.5+
1,2000,B,RENT,5e4,27,0-15,11-13.5
0,5000,A,RENT,42e3,41,0-15,0-8
0,15000,A,MORTGAGE,1e5,22,0-15,0-8
0,9425,B,RENT,72800.0,28,0-15,11-13.5
0,12000,A,MORTGAGE,55e3,31,0-15,0-8
0,12000,A,OWN,8e4,24,0-15,0-8
0,12000,D,MORTGAGE,56400.0,25,0-15,13.5+
0,18000,B,MORTGAGE,95e3,25,0-15,8-11
0,4000,C,MORTGAGE,8e4,23,0-15,13.5+
0,5000,B,MORTGAGE,6e4,28,0-15,Missing
0,12000,B,RENT,6e4,30,0-15,8-11
0,6000,A,RENT,59e3,48,0-15,0-8
0,8800,B,OWN,55600.0,32,0-15,8-11
0,10000,B,MORTGAGE,14e4,22,0-15,8-11
0,8400,B,RENT,56e3,23,0-15,8-11
1,4800,E,RENT,58e3,26,0-15,13.5+
0,8800,A,RENT,48e3,29,0-15,8-11
0,11025,B,RENT,6e4,39,0-15,8-11
0,20400,B,RENT,72e3,29,0-15,11-13.5
1,17725,B,RENT,38220.0,27,0-15,11-13.5
0,3000,A,RENT,25e3,28,0-15,0-8
0,8000,C,MORTGAGE,75e3,24,15-30,13.5+
0,18000,B,RENT,54e3,29,0-15,8-11
0,1925,C,MORTGAGE,36e3,28,15-30,13.5+
0,2100,D,RENT,9600.0,25,0-15,13.5+
0,16000,B,RENT,45e3,22,0-15,8-11
0,5000,A,MORTGAGE,79200.0,23,15-30,0-8
1,18300,B,MORTGAGE,74900.0,24,0-15,8-11
0,3000,B,RENT,52e3,24,0-15,11-13.5
0,1500,B,RENT,34942.0,25,0-15,8-11
0,6400,D,RENT,75e3,25,0-15,13.5+
0,15000,A,MORTGAGE,9e4,25,0-15,8-11
0,3000,C,OWN,49e3,25,0-15,Missing
0,8000,A,RENT,86e3,28,0-15,0-8
0,15000,A,MORTGAGE,11e4,27,0-15,Missing
0,10000,A,MORTGAGE,325e3,31,0-15,0-8
0,1450,A,MORTGAGE,45600.0,27,0-15,8-11
0,10000,C,MORTGAGE,7e4,23,0-15,13.5+
0,6000,B,RENT,63e3,22,15-30,11-13.5
0,9600,C,MORTGAGE,6e4,24,0-15,11-13.5
0,12000,B,RENT,4e4,38,15-30,8-11
0,6000,B,RENT,67e3,27,0-15,8-11
0,10000,A,RENT,33e3,23,0-15,0-8
0,8000,D,MORTGAGE,12e4,28,0-15,13.5+
0,2300,C,RENT,3e4,39,0-15,13.5+
0,14400,A,RENT,57e3,24,0-15,0-8
1,13250,C,MORTGAGE,36e3,21,0-15,13.5+
0,12250,B,RENT,28800.0,28,0-15,8-11
0,6000,C,RENT,24e3,24,Missing,11-13.5
1,6000,C,MORTGAGE,54902.52,25,30-45,13.5+
0,5000,C,OWN,105e3,23,0-15,Missing
1,10000,B,MORTGAGE,43e3,24,0-15,Missing
1,3000,B,MORTGAGE,48e3,25,0-15,11-13.5
0,12000,B,RENT,39e3,23,0-15,8-11
0,6000,A,MORTGAGE,106e3,33,0-15,8-11
0,5000,A,MORTGAGE,28800.0,21,0-15,0-8
0,5600,A,MORTGAGE,115e3,23,0-15,0-8
0,10000,A,MORTGAGE,68e3,22,15-30,0-8
0,4000,B,RENT,21e3,27,0-15,11-13.5
0,2200,A,RENT,22e3,24,Missing,Missing
0,1000,C,MORTGAGE,28e3,21,0-15,11-13.5
0,5000,C,MORTGAGE,6e4,23,0-15,11-13.5
